==21021== NVPROF is profiling process 21021, command: ./automata-cuda sandsim
==21021== Profiling application: ./automata-cuda sandsim
==21021== Profiling result:
   Start  Duration  Name
50.2416s  97.226ms  cudaMemcpyAsync
50.3578s  36.667us  cudaLaunchKernel (sandsimGPU(unsigned char*, bool*, int, curandStateXORWOW*, unsigned int) [1345])
50.3578s  6.1760us  cudaLaunchKernel (resetHasMovedGPU(bool*, int) [1346])
50.3579s  97.331ms  cudaMemcpyAsync
50.4948s  47.846us  cudaLaunchKernel (sandsimGPU(unsigned char*, bool*, int, curandStateXORWOW*, unsigned int) [1348])
50.4949s  11.128us  cudaLaunchKernel (resetHasMovedGPU(bool*, int) [1349])
50.4949s  96.351ms  cudaMemcpyAsync
50.6113s  39.623us  cudaLaunchKernel (sandsimGPU(unsigned char*, bool*, int, curandStateXORWOW*, unsigned int) [1351])
50.6113s  6.7910us  cudaLaunchKernel (resetHasMovedGPU(bool*, int) [1352])
50.6114s  97.899ms  cudaMemcpyAsync
50.7288s  36.822us  cudaLaunchKernel (sandsimGPU(unsigned char*, bool*, int, curandStateXORWOW*, unsigned int) [1354])
50.7288s  6.5770us  cudaLaunchKernel (resetHasMovedGPU(bool*, int) [1355])
50.7288s  97.290ms  cudaMemcpyAsync
50.8455s  39.436us  cudaLaunchKernel (sandsimGPU(unsigned char*, bool*, int, curandStateXORWOW*, unsigned int) [1357])
50.8456s  6.8730us  cudaLaunchKernel (resetHasMovedGPU(bool*, int) [1358])
50.8456s  96.922ms  cudaMemcpyAsync
50.9616s  50.533us  cudaLaunchKernel (sandsimGPU(unsigned char*, bool*, int, curandStateXORWOW*, unsigned int) [1360])
50.9616s  6.4110us  cudaLaunchKernel (resetHasMovedGPU(bool*, int) [1361])
50.9616s  96.751ms  cudaMemcpyAsync
51.0778s  39.270us  cudaLaunchKernel (sandsimGPU(unsigned char*, bool*, int, curandStateXORWOW*, unsigned int) [1363])
51.0779s  6.8800us  cudaLaunchKernel (resetHasMovedGPU(bool*, int) [1364])
51.0779s  97.657ms  cudaMemcpyAsync
51.1945s  37.401us  cudaLaunchKernel (sandsimGPU(unsigned char*, bool*, int, curandStateXORWOW*, unsigned int) [1366])
51.1945s  6.2570us  cudaLaunchKernel (resetHasMovedGPU(bool*, int) [1367])
51.1945s  97.771ms  cudaMemcpyAsync
51.3112s  43.350us  cudaLaunchKernel (sandsimGPU(unsigned char*, bool*, int, curandStateXORWOW*, unsigned int) [1369])
51.3113s  8.6870us  cudaLaunchKernel (resetHasMovedGPU(bool*, int) [1370])
51.3113s  96.816ms  cudaMemcpyAsync
51.4272s  38.286us  cudaLaunchKernel (sandsimGPU(unsigned char*, bool*, int, curandStateXORWOW*, unsigned int) [1372])
51.4272s  6.7830us  cudaLaunchKernel (resetHasMovedGPU(bool*, int) [1373])
51.4273s  96.793ms  cudaMemcpyAsync
51.5431s  35.559us  cudaLaunchKernel (sandsimGPU(unsigned char*, bool*, int, curandStateXORWOW*, unsigned int) [1375])
51.5431s  6.3290us  cudaLaunchKernel (resetHasMovedGPU(bool*, int) [1376])
51.5431s  97.127ms  cudaMemcpyAsync
51.6592s  46.372us  cudaLaunchKernel (sandsimGPU(unsigned char*, bool*, int, curandStateXORWOW*, unsigned int) [1378])
51.6592s  6.9330us  cudaLaunchKernel (resetHasMovedGPU(bool*, int) [1379])
51.6592s  98.045ms  cudaMemcpyAsync
51.7764s  38.288us  cudaLaunchKernel (sandsimGPU(unsigned char*, bool*, int, curandStateXORWOW*, unsigned int) [1381])
51.7764s  6.9910us  cudaLaunchKernel (resetHasMovedGPU(bool*, int) [1382])
51.7764s  97.508ms  cudaMemcpyAsync
51.8929s  51.294us  cudaLaunchKernel (sandsimGPU(unsigned char*, bool*, int, curandStateXORWOW*, unsigned int) [1384])
51.8930s  6.8490us  cudaLaunchKernel (resetHasMovedGPU(bool*, int) [1385])
51.8930s  97.606ms  cudaMemcpyAsync
52.0096s  51.771us  cudaLaunchKernel (sandsimGPU(unsigned char*, bool*, int, curandStateXORWOW*, unsigned int) [1387])
52.0097s  6.5090us  cudaLaunchKernel (resetHasMovedGPU(bool*, int) [1388])
52.0097s  96.597ms  cudaMemcpyAsync
52.1255s  46.732us  cudaLaunchKernel (sandsimGPU(unsigned char*, bool*, int, curandStateXORWOW*, unsigned int) [1390])
52.1256s  7.2180us  cudaLaunchKernel (resetHasMovedGPU(bool*, int) [1391])
52.1256s  95.971ms  cudaMemcpyAsync
52.2405s  44.396us  cudaLaunchKernel (sandsimGPU(unsigned char*, bool*, int, curandStateXORWOW*, unsigned int) [1393])
52.2406s  6.8620us  cudaLaunchKernel (resetHasMovedGPU(bool*, int) [1394])
52.2406s  97.643ms  cudaMemcpyAsync
52.3572s  37.279us  cudaLaunchKernel (sandsimGPU(unsigned char*, bool*, int, curandStateXORWOW*, unsigned int) [1396])
52.3573s  6.5430us  cudaLaunchKernel (resetHasMovedGPU(bool*, int) [1397])
52.3573s  97.838ms  cudaMemcpyAsync
52.4740s  46.017us  cudaLaunchKernel (sandsimGPU(unsigned char*, bool*, int, curandStateXORWOW*, unsigned int) [1399])
52.4741s  7.1080us  cudaLaunchKernel (resetHasMovedGPU(bool*, int) [1400])
52.4741s  96.781ms  cudaMemcpyAsync
52.5899s  37.613us  cudaLaunchKernel (sandsimGPU(unsigned char*, bool*, int, curandStateXORWOW*, unsigned int) [1402])
52.5900s  6.5450us  cudaLaunchKernel (resetHasMovedGPU(bool*, int) [1403])
52.5900s  97.172ms  cudaMemcpyAsync
52.7063s  37.219us  cudaLaunchKernel (sandsimGPU(unsigned char*, bool*, int, curandStateXORWOW*, unsigned int) [1405])
52.7063s  6.1650us  cudaLaunchKernel (resetHasMovedGPU(bool*, int) [1406])
52.7063s  97.318ms  cudaMemcpyAsync
52.8227s  45.911us  cudaLaunchKernel (sandsimGPU(unsigned char*, bool*, int, curandStateXORWOW*, unsigned int) [1408])
52.8227s  6.9030us  cudaLaunchKernel (resetHasMovedGPU(bool*, int) [1409])
52.8227s  97.789ms  cudaMemcpyAsync
52.9395s  44.698us  cudaLaunchKernel (sandsimGPU(unsigned char*, bool*, int, curandStateXORWOW*, unsigned int) [1411])
52.9396s  6.8770us  cudaLaunchKernel (resetHasMovedGPU(bool*, int) [1412])
52.9396s  98.127ms  cudaMemcpyAsync
53.0564s  41.422us  cudaLaunchKernel (sandsimGPU(unsigned char*, bool*, int, curandStateXORWOW*, unsigned int) [1414])
53.0565s  6.5880us  cudaLaunchKernel (resetHasMovedGPU(bool*, int) [1415])
53.0565s  97.427ms  cudaMemcpyAsync
53.1729s  36.538us  cudaLaunchKernel (sandsimGPU(unsigned char*, bool*, int, curandStateXORWOW*, unsigned int) [1417])
53.1729s  6.8230us  cudaLaunchKernel (resetHasMovedGPU(bool*, int) [1418])
53.1729s  97.124ms  cudaMemcpyAsync
53.2890s  44.057us  cudaLaunchKernel (sandsimGPU(unsigned char*, bool*, int, curandStateXORWOW*, unsigned int) [1420])
53.2890s  6.9450us  cudaLaunchKernel (resetHasMovedGPU(bool*, int) [1421])
53.2890s  97.284ms  cudaMemcpyAsync
53.4052s  38.061us  cudaLaunchKernel (sandsimGPU(unsigned char*, bool*, int, curandStateXORWOW*, unsigned int) [1423])
53.4052s  6.5620us  cudaLaunchKernel (resetHasMovedGPU(bool*, int) [1424])
53.4052s  97.234ms  cudaMemcpyAsync
53.5214s  38.669us  cudaLaunchKernel (sandsimGPU(unsigned char*, bool*, int, curandStateXORWOW*, unsigned int) [1426])
53.5214s  6.5700us  cudaLaunchKernel (resetHasMovedGPU(bool*, int) [1427])
53.5214s  97.592ms  cudaMemcpyAsync
53.6380s  42.536us  cudaLaunchKernel (sandsimGPU(unsigned char*, bool*, int, curandStateXORWOW*, unsigned int) [1429])
53.6381s  6.4910us  cudaLaunchKernel (resetHasMovedGPU(bool*, int) [1430])
53.6381s  97.112ms  cudaMemcpyAsync
53.7541s  35.609us  cudaLaunchKernel (sandsimGPU(unsigned char*, bool*, int, curandStateXORWOW*, unsigned int) [1432])
53.7542s  6.5680us  cudaLaunchKernel (resetHasMovedGPU(bool*, int) [1433])
53.7542s  97.579ms  cudaMemcpyAsync
53.8707s  43.467us  cudaLaunchKernel (sandsimGPU(unsigned char*, bool*, int, curandStateXORWOW*, unsigned int) [1435])
53.8707s  8.1690us  cudaLaunchKernel (resetHasMovedGPU(bool*, int) [1436])
53.8707s  97.180ms  cudaMemcpyAsync
53.9873s  77.095us  cudaLaunchKernel (sandsimGPU(unsigned char*, bool*, int, curandStateXORWOW*, unsigned int) [1438])
53.9874s  7.6460us  cudaLaunchKernel (resetHasMovedGPU(bool*, int) [1439])
53.9874s  97.580ms  cudaMemcpyAsync
54.1039s  42.180us  cudaLaunchKernel (sandsimGPU(unsigned char*, bool*, int, curandStateXORWOW*, unsigned int) [1441])
54.1040s  6.7640us  cudaLaunchKernel (resetHasMovedGPU(bool*, int) [1442])
54.1040s  97.229ms  cudaMemcpyAsync
54.2201s  35.357us  cudaLaunchKernel (sandsimGPU(unsigned char*, bool*, int, curandStateXORWOW*, unsigned int) [1444])
54.2201s  6.3540us  cudaLaunchKernel (resetHasMovedGPU(bool*, int) [1445])
54.2202s  97.110ms  cudaMemcpyAsync
54.3363s  39.921us  cudaLaunchKernel (sandsimGPU(unsigned char*, bool*, int, curandStateXORWOW*, unsigned int) [1447])
54.3363s  7.5960us  cudaLaunchKernel (resetHasMovedGPU(bool*, int) [1448])
54.3364s  97.918ms  cudaMemcpyAsync
54.4533s  36.113us  cudaLaunchKernel (sandsimGPU(unsigned char*, bool*, int, curandStateXORWOW*, unsigned int) [1450])
54.4533s  6.8500us  cudaLaunchKernel (resetHasMovedGPU(bool*, int) [1451])
54.4533s  97.571ms  cudaMemcpyAsync
54.5700s  33.400us  cudaLaunchKernel (sandsimGPU(unsigned char*, bool*, int, curandStateXORWOW*, unsigned int) [1453])
54.5700s  6.5410us  cudaLaunchKernel (resetHasMovedGPU(bool*, int) [1454])
54.5700s  97.291ms  cudaMemcpyAsync
54.6864s  48.382us  cudaLaunchKernel (sandsimGPU(unsigned char*, bool*, int, curandStateXORWOW*, unsigned int) [1456])
54.6864s  8.4650us  cudaLaunchKernel (resetHasMovedGPU(bool*, int) [1457])
54.6865s  97.575ms  cudaMemcpyAsync
54.8030s  41.646us  cudaLaunchKernel (sandsimGPU(unsigned char*, bool*, int, curandStateXORWOW*, unsigned int) [1459])
54.8030s  6.8960us  cudaLaunchKernel (resetHasMovedGPU(bool*, int) [1460])
54.8030s  98.218ms  cudaMemcpyAsync
54.9202s  42.786us  cudaLaunchKernel (sandsimGPU(unsigned char*, bool*, int, curandStateXORWOW*, unsigned int) [1462])
54.9202s  6.5770us  cudaLaunchKernel (resetHasMovedGPU(bool*, int) [1463])
54.9202s  97.184ms  cudaMemcpyAsync
55.0367s  38.764us  cudaLaunchKernel (sandsimGPU(unsigned char*, bool*, int, curandStateXORWOW*, unsigned int) [1465])
55.0367s  7.4220us  cudaLaunchKernel (resetHasMovedGPU(bool*, int) [1466])
55.0368s  98.055ms  cudaMemcpyAsync
55.1539s  42.500us  cudaLaunchKernel (sandsimGPU(unsigned char*, bool*, int, curandStateXORWOW*, unsigned int) [1468])
55.1539s  6.7350us  cudaLaunchKernel (resetHasMovedGPU(bool*, int) [1469])
55.1539s  97.594ms  cudaMemcpyAsync
55.2705s  41.144us  cudaLaunchKernel (sandsimGPU(unsigned char*, bool*, int, curandStateXORWOW*, unsigned int) [1471])
55.2706s  6.4870us  cudaLaunchKernel (resetHasMovedGPU(bool*, int) [1472])
55.2706s  97.912ms  cudaMemcpyAsync
55.3875s  36.366us  cudaLaunchKernel (sandsimGPU(unsigned char*, bool*, int, curandStateXORWOW*, unsigned int) [1474])
55.3875s  6.5470us  cudaLaunchKernel (resetHasMovedGPU(bool*, int) [1475])
55.3875s  97.274ms  cudaMemcpyAsync
55.5040s  36.875us  cudaLaunchKernel (sandsimGPU(unsigned char*, bool*, int, curandStateXORWOW*, unsigned int) [1477])
55.5040s  6.5730us  cudaLaunchKernel (resetHasMovedGPU(bool*, int) [1478])
55.5040s  97.119ms  cudaMemcpyAsync
55.6202s  34.948us  cudaLaunchKernel (sandsimGPU(unsigned char*, bool*, int, curandStateXORWOW*, unsigned int) [1480])
55.6202s  5.9780us  cudaLaunchKernel (resetHasMovedGPU(bool*, int) [1481])
55.6202s  97.782ms  cudaMemcpyAsync
55.7371s  42.274us  cudaLaunchKernel (sandsimGPU(unsigned char*, bool*, int, curandStateXORWOW*, unsigned int) [1483])
55.7372s  6.6090us  cudaLaunchKernel (resetHasMovedGPU(bool*, int) [1484])
55.7372s  96.966ms  cudaMemcpyAsync
55.8533s  37.059us  cudaLaunchKernel (sandsimGPU(unsigned char*, bool*, int, curandStateXORWOW*, unsigned int) [1486])
55.8533s  6.4680us  cudaLaunchKernel (resetHasMovedGPU(bool*, int) [1487])
55.8533s  98.309ms  cudaMemcpyAsync
55.9706s  43.624us  cudaLaunchKernel (sandsimGPU(unsigned char*, bool*, int, curandStateXORWOW*, unsigned int) [1489])
55.9706s  6.9060us  cudaLaunchKernel (resetHasMovedGPU(bool*, int) [1490])
55.9707s  97.040ms  cudaMemcpyAsync
56.0866s  36.223us  cudaLaunchKernel (sandsimGPU(unsigned char*, bool*, int, curandStateXORWOW*, unsigned int) [1492])
56.0867s  6.6710us  cudaLaunchKernel (resetHasMovedGPU(bool*, int) [1493])
56.0867s  96.951ms  cudaMemcpyAsync
56.2027s  41.166us  cudaLaunchKernel (sandsimGPU(unsigned char*, bool*, int, curandStateXORWOW*, unsigned int) [1495])
56.2027s  7.8660us  cudaLaunchKernel (resetHasMovedGPU(bool*, int) [1496])
56.2027s  97.816ms  cudaMemcpyAsync
56.3201s  36.139us  cudaLaunchKernel (sandsimGPU(unsigned char*, bool*, int, curandStateXORWOW*, unsigned int) [1498])
56.3201s  6.6830us  cudaLaunchKernel (resetHasMovedGPU(bool*, int) [1499])
56.3201s  97.542ms  cudaMemcpyAsync
56.4371s  36.372us  cudaLaunchKernel (sandsimGPU(unsigned char*, bool*, int, curandStateXORWOW*, unsigned int) [1501])
56.4371s  6.3090us  cudaLaunchKernel (resetHasMovedGPU(bool*, int) [1502])
56.4372s  97.806ms  cudaMemcpyAsync
56.5544s  43.285us  cudaLaunchKernel (sandsimGPU(unsigned char*, bool*, int, curandStateXORWOW*, unsigned int) [1504])
56.5544s  6.8220us  cudaLaunchKernel (resetHasMovedGPU(bool*, int) [1505])
56.5544s  97.493ms  cudaMemcpyAsync
56.6712s  37.393us  cudaLaunchKernel (sandsimGPU(unsigned char*, bool*, int, curandStateXORWOW*, unsigned int) [1507])
56.6713s  6.2450us  cudaLaunchKernel (resetHasMovedGPU(bool*, int) [1508])
56.6713s  97.723ms  cudaMemcpyAsync
56.7885s  37.957us  cudaLaunchKernel (sandsimGPU(unsigned char*, bool*, int, curandStateXORWOW*, unsigned int) [1510])
56.7885s  6.0720us  cudaLaunchKernel (resetHasMovedGPU(bool*, int) [1511])
56.7885s  97.562ms  cudaMemcpyAsync
56.9054s  42.181us  cudaLaunchKernel (sandsimGPU(unsigned char*, bool*, int, curandStateXORWOW*, unsigned int) [1513])
56.9055s  7.1050us  cudaLaunchKernel (resetHasMovedGPU(bool*, int) [1514])
56.9055s  96.598ms  cudaMemcpyAsync
57.0217s  50.392us  cudaLaunchKernel (sandsimGPU(unsigned char*, bool*, int, curandStateXORWOW*, unsigned int) [1516])
57.0218s  6.9880us  cudaLaunchKernel (resetHasMovedGPU(bool*, int) [1517])
57.0218s  96.802ms  cudaMemcpyAsync
57.1380s  41.927us  cudaLaunchKernel (sandsimGPU(unsigned char*, bool*, int, curandStateXORWOW*, unsigned int) [1519])
57.1380s  6.7210us  cudaLaunchKernel (resetHasMovedGPU(bool*, int) [1520])
57.1380s  97.438ms  cudaMemcpyAsync
57.2548s  36.774us  cudaLaunchKernel (sandsimGPU(unsigned char*, bool*, int, curandStateXORWOW*, unsigned int) [1522])
57.2549s  6.5710us  cudaLaunchKernel (resetHasMovedGPU(bool*, int) [1523])
57.2549s  97.458ms  cudaMemcpyAsync
57.3709s  36.642us  cudaLaunchKernel (sandsimGPU(unsigned char*, bool*, int, curandStateXORWOW*, unsigned int) [1525])
57.3709s  6.1190us  cudaLaunchKernel (resetHasMovedGPU(bool*, int) [1526])
57.3709s  97.288ms  cudaMemcpyAsync
57.4871s  43.323us  cudaLaunchKernel (sandsimGPU(unsigned char*, bool*, int, curandStateXORWOW*, unsigned int) [1528])
57.4872s  6.6470us  cudaLaunchKernel (resetHasMovedGPU(bool*, int) [1529])
57.4872s  97.541ms  cudaMemcpyAsync
57.6035s  40.287us  cudaLaunchKernel (sandsimGPU(unsigned char*, bool*, int, curandStateXORWOW*, unsigned int) [1531])
57.6036s  6.6910us  cudaLaunchKernel (resetHasMovedGPU(bool*, int) [1532])
57.6036s  96.624ms  cudaMemcpyAsync
57.7191s  36.412us  cudaLaunchKernel (sandsimGPU(unsigned char*, bool*, int, curandStateXORWOW*, unsigned int) [1534])
57.7191s  6.3000us  cudaLaunchKernel (resetHasMovedGPU(bool*, int) [1535])
57.7192s  97.370ms  cudaMemcpyAsync
57.8355s  43.598us  cudaLaunchKernel (sandsimGPU(unsigned char*, bool*, int, curandStateXORWOW*, unsigned int) [1537])
57.8355s  6.9960us  cudaLaunchKernel (resetHasMovedGPU(bool*, int) [1538])
57.8355s  97.516ms  cudaMemcpyAsync
57.9517s  39.828us  cudaLaunchKernel (sandsimGPU(unsigned char*, bool*, int, curandStateXORWOW*, unsigned int) [1540])
57.9518s  6.8420us  cudaLaunchKernel (resetHasMovedGPU(bool*, int) [1541])
57.9518s  97.794ms  cudaMemcpyAsync
58.0683s  70.013us  cudaLaunchKernel (sandsimGPU(unsigned char*, bool*, int, curandStateXORWOW*, unsigned int) [1543])
58.0684s  6.5980us  cudaLaunchKernel (resetHasMovedGPU(bool*, int) [1544])
58.0684s  96.696ms  cudaMemcpyAsync
58.1839s  34.930us  cudaLaunchKernel (sandsimGPU(unsigned char*, bool*, int, curandStateXORWOW*, unsigned int) [1546])
58.1839s  6.4760us  cudaLaunchKernel (resetHasMovedGPU(bool*, int) [1547])
58.1839s  99.058ms  cudaMemcpyAsync
58.3021s  43.826us  cudaLaunchKernel (sandsimGPU(unsigned char*, bool*, int, curandStateXORWOW*, unsigned int) [1549])
58.3021s  8.1650us  cudaLaunchKernel (resetHasMovedGPU(bool*, int) [1550])
58.3021s  97.319ms  cudaMemcpyAsync
58.4188s  42.178us  cudaLaunchKernel (sandsimGPU(unsigned char*, bool*, int, curandStateXORWOW*, unsigned int) [1552])
58.4188s  6.9450us  cudaLaunchKernel (resetHasMovedGPU(bool*, int) [1553])
58.4188s  95.845ms  cudaMemcpyAsync
58.5342s  38.514us  cudaLaunchKernel (sandsimGPU(unsigned char*, bool*, int, curandStateXORWOW*, unsigned int) [1555])
58.5342s  6.7760us  cudaLaunchKernel (resetHasMovedGPU(bool*, int) [1556])
58.5342s  99.070ms  cudaMemcpyAsync
58.6526s  43.624us  cudaLaunchKernel (sandsimGPU(unsigned char*, bool*, int, curandStateXORWOW*, unsigned int) [1558])
58.6526s  7.5680us  cudaLaunchKernel (resetHasMovedGPU(bool*, int) [1559])
58.6526s  97.534ms  cudaMemcpyAsync
58.7695s  36.695us  cudaLaunchKernel (sandsimGPU(unsigned char*, bool*, int, curandStateXORWOW*, unsigned int) [1561])
58.7695s  6.0160us  cudaLaunchKernel (resetHasMovedGPU(bool*, int) [1562])
58.7695s  97.123ms  cudaMemcpyAsync
58.8860s  39.295us  cudaLaunchKernel (sandsimGPU(unsigned char*, bool*, int, curandStateXORWOW*, unsigned int) [1564])
58.8861s  7.2460us  cudaLaunchKernel (resetHasMovedGPU(bool*, int) [1565])
58.8861s  97.419ms  cudaMemcpyAsync
59.0031s  39.263us  cudaLaunchKernel (sandsimGPU(unsigned char*, bool*, int, curandStateXORWOW*, unsigned int) [1567])
59.0032s  6.7790us  cudaLaunchKernel (resetHasMovedGPU(bool*, int) [1568])
59.0032s  99.927ms  cudaMemcpyAsync
59.1224s  38.226us  cudaLaunchKernel (sandsimGPU(unsigned char*, bool*, int, curandStateXORWOW*, unsigned int) [1570])
59.1224s  6.9360us  cudaLaunchKernel (resetHasMovedGPU(bool*, int) [1571])
59.1224s  97.147ms  cudaMemcpyAsync
59.2387s  43.959us  cudaLaunchKernel (sandsimGPU(unsigned char*, bool*, int, curandStateXORWOW*, unsigned int) [1573])
59.2388s  6.9160us  cudaLaunchKernel (resetHasMovedGPU(bool*, int) [1574])
59.2388s  96.530ms  cudaMemcpyAsync
59.3538s  38.188us  cudaLaunchKernel (sandsimGPU(unsigned char*, bool*, int, curandStateXORWOW*, unsigned int) [1576])
59.3538s  6.4120us  cudaLaunchKernel (resetHasMovedGPU(bool*, int) [1577])
59.3538s  96.589ms  cudaMemcpyAsync
59.4691s  36.005us  cudaLaunchKernel (sandsimGPU(unsigned char*, bool*, int, curandStateXORWOW*, unsigned int) [1579])
59.4692s  6.8230us  cudaLaunchKernel (resetHasMovedGPU(bool*, int) [1580])
59.4692s  96.699ms  cudaMemcpyAsync
59.5847s  43.915us  cudaLaunchKernel (sandsimGPU(unsigned char*, bool*, int, curandStateXORWOW*, unsigned int) [1582])
59.5847s  6.6800us  cudaLaunchKernel (resetHasMovedGPU(bool*, int) [1583])
59.5847s  96.764ms  cudaMemcpyAsync
59.7002s  47.394us  cudaLaunchKernel (sandsimGPU(unsigned char*, bool*, int, curandStateXORWOW*, unsigned int) [1585])
59.7002s  7.4790us  cudaLaunchKernel (resetHasMovedGPU(bool*, int) [1586])
59.7002s  97.360ms  cudaMemcpyAsync
59.8163s  44.595us  cudaLaunchKernel (sandsimGPU(unsigned char*, bool*, int, curandStateXORWOW*, unsigned int) [1588])
59.8164s  8.1530us  cudaLaunchKernel (resetHasMovedGPU(bool*, int) [1589])
59.8164s  97.189ms  cudaMemcpyAsync
59.9325s  39.951us  cudaLaunchKernel (sandsimGPU(unsigned char*, bool*, int, curandStateXORWOW*, unsigned int) [1591])
59.9326s  7.0380us  cudaLaunchKernel (resetHasMovedGPU(bool*, int) [1592])
59.9326s  98.006ms  cudaMemcpyAsync
60.0498s  40.356us  cudaLaunchKernel (sandsimGPU(unsigned char*, bool*, int, curandStateXORWOW*, unsigned int) [1594])
60.0498s  7.0170us  cudaLaunchKernel (resetHasMovedGPU(bool*, int) [1595])
60.0498s  96.982ms  cudaMemcpyAsync
60.1658s  43.843us  cudaLaunchKernel (sandsimGPU(unsigned char*, bool*, int, curandStateXORWOW*, unsigned int) [1597])
60.1658s  7.2160us  cudaLaunchKernel (resetHasMovedGPU(bool*, int) [1598])
60.1659s  96.866ms  cudaMemcpyAsync
60.2816s  43.554us  cudaLaunchKernel (sandsimGPU(unsigned char*, bool*, int, curandStateXORWOW*, unsigned int) [1600])
60.2816s  8.0980us  cudaLaunchKernel (resetHasMovedGPU(bool*, int) [1601])
60.2816s  97.372ms  cudaMemcpyAsync
60.3979s  42.736us  cudaLaunchKernel (sandsimGPU(unsigned char*, bool*, int, curandStateXORWOW*, unsigned int) [1603])
60.3980s  6.3130us  cudaLaunchKernel (resetHasMovedGPU(bool*, int) [1604])
60.3980s  97.469ms  cudaMemcpyAsync
60.5144s  42.882us  cudaLaunchKernel (sandsimGPU(unsigned char*, bool*, int, curandStateXORWOW*, unsigned int) [1606])
60.5144s  6.5610us  cudaLaunchKernel (resetHasMovedGPU(bool*, int) [1607])
60.5144s  97.081ms  cudaMemcpyAsync
60.6304s  43.900us  cudaLaunchKernel (sandsimGPU(unsigned char*, bool*, int, curandStateXORWOW*, unsigned int) [1609])
60.6305s  10.371us  cudaLaunchKernel (resetHasMovedGPU(bool*, int) [1610])
60.6305s  97.518ms  cudaMemcpyAsync
60.7470s  43.509us  cudaLaunchKernel (sandsimGPU(unsigned char*, bool*, int, curandStateXORWOW*, unsigned int) [1612])
60.7470s  6.8930us  cudaLaunchKernel (resetHasMovedGPU(bool*, int) [1613])
60.7470s  97.441ms  cudaMemcpyAsync
60.8635s  43.589us  cudaLaunchKernel (sandsimGPU(unsigned char*, bool*, int, curandStateXORWOW*, unsigned int) [1615])
60.8635s  8.3520us  cudaLaunchKernel (resetHasMovedGPU(bool*, int) [1616])
60.8635s  97.093ms  cudaMemcpyAsync
60.9796s  38.820us  cudaLaunchKernel (sandsimGPU(unsigned char*, bool*, int, curandStateXORWOW*, unsigned int) [1618])
60.9796s  6.8330us  cudaLaunchKernel (resetHasMovedGPU(bool*, int) [1619])
60.9796s  96.971ms  cudaMemcpyAsync
61.0956s  44.163us  cudaLaunchKernel (sandsimGPU(unsigned char*, bool*, int, curandStateXORWOW*, unsigned int) [1621])
61.0957s  7.5690us  cudaLaunchKernel (resetHasMovedGPU(bool*, int) [1622])
61.0957s  96.194ms  cudaMemcpyAsync
61.2108s  36.182us  cudaLaunchKernel (sandsimGPU(unsigned char*, bool*, int, curandStateXORWOW*, unsigned int) [1624])
61.2108s  6.2640us  cudaLaunchKernel (resetHasMovedGPU(bool*, int) [1625])
61.2108s  96.248ms  cudaMemcpyAsync
61.3252s  38.727us  cudaLaunchKernel (sandsimGPU(unsigned char*, bool*, int, curandStateXORWOW*, unsigned int) [1627])
61.3252s  6.4730us  cudaLaunchKernel (resetHasMovedGPU(bool*, int) [1628])
61.3252s  96.069ms  cudaMemcpyAsync
61.4401s  39.336us  cudaLaunchKernel (sandsimGPU(unsigned char*, bool*, int, curandStateXORWOW*, unsigned int) [1630])
61.4401s  7.0420us  cudaLaunchKernel (resetHasMovedGPU(bool*, int) [1631])
61.4401s  96.417ms  cudaMemcpyAsync
61.5551s  37.971us  cudaLaunchKernel (sandsimGPU(unsigned char*, bool*, int, curandStateXORWOW*, unsigned int) [1633])
61.5551s  7.2610us  cudaLaunchKernel (resetHasMovedGPU(bool*, int) [1634])
61.5551s  95.583ms  cudaMemcpyAsync
61.6692s  42.066us  cudaLaunchKernel (sandsimGPU(unsigned char*, bool*, int, curandStateXORWOW*, unsigned int) [1636])
61.6693s  6.7450us  cudaLaunchKernel (resetHasMovedGPU(bool*, int) [1637])
61.6693s  96.179ms  cudaMemcpyAsync
61.7844s  38.819us  cudaLaunchKernel (sandsimGPU(unsigned char*, bool*, int, curandStateXORWOW*, unsigned int) [1639])
61.7845s  6.9570us  cudaLaunchKernel (resetHasMovedGPU(bool*, int) [1640])
61.7845s  96.544ms  cudaMemcpyAsync
61.8997s  43.910us  cudaLaunchKernel (sandsimGPU(unsigned char*, bool*, int, curandStateXORWOW*, unsigned int) [1642])
61.8997s  7.8440us  cudaLaunchKernel (resetHasMovedGPU(bool*, int) [1643])
61.8997s  97.666ms  cudaMemcpyAsync
62.0161s  43.723us  cudaLaunchKernel (sandsimGPU(unsigned char*, bool*, int, curandStateXORWOW*, unsigned int) [1645])
62.0161s  7.9330us  cudaLaunchKernel (resetHasMovedGPU(bool*, int) [1646])
62.0161s  98.381ms  cudaMemcpyAsync
62.1331s  44.177us  cudaLaunchKernel (sandsimGPU(unsigned char*, bool*, int, curandStateXORWOW*, unsigned int) [1648])
62.1331s  6.6000us  cudaLaunchKernel (resetHasMovedGPU(bool*, int) [1649])
62.1331s  97.369ms  cudaMemcpyAsync
62.2488s  42.288us  cudaLaunchKernel (sandsimGPU(unsigned char*, bool*, int, curandStateXORWOW*, unsigned int) [1651])
62.2489s  7.3480us  cudaLaunchKernel (resetHasMovedGPU(bool*, int) [1652])
62.2489s  96.860ms  cudaMemcpyAsync
62.3645s  62.375us  cudaLaunchKernel (sandsimGPU(unsigned char*, bool*, int, curandStateXORWOW*, unsigned int) [1654])
